1.50337     -0.169774   0.2931      
1.92998     0.410682    -0.496984   
2.60087     0.030003    0.288634    
2.19118     -0.604726   -0.4553     
2.50829     0.237325    -1.30663    
1.95744     1.12548     0.908141    
3.36275     -0.258402   -0.46043    
2.11045     -1.14805    1.07295     
0.771868    0.181607    1.39047     
0.76563     -1.28517    0.594641    
1.07844     1.72029     -0.00522356 
0.378712    -0.27006    -1.0837     
0.712499    1.32571     1.11281     
1.4269      2.07125     -1.1292     
2.63846     -1.76377    1.69875     
1.22538     0.905786    -2.28961    
4.08628     -0.619667   1.42571     
2.4318      -2.54996    -0.805021   
2.74808     2.6335      -0.744112   
2.60141     1.05643     2.6246      
-0.530651   0.477186    1.45195     
-0.275372   1.53583     -1.21909    
1.78911     -1.5632     2.55755     
3.89457     -2.26957    -0.605452   
2.97968     -1.56146    -2.4019     
4.21556     2.05928     0.153013    
2.85326     -0.240095   2.91056     
-0.00867291 -1.81816    -1.3935     
5.04604     0.608894    -0.118657   
2.77951     1.76615     -2.4597     
1.54946     1.28229     2.89095     
3.49305     2.83654     -0.0478996  
4.78792     -1.43669    0.762249    
-1.10291    -0.513632   0.833995    
4.95774     -1.27831    -0.461695   
2.56036     -2.91821    1.42331     
1.33475     2.41561     -2.28172    
-0.56886    0.667057    -2.17569    
-0.224348   0.631672    2.53672     
0.438821    1.58136     2.66761     
4.83044     1.37019     1.48837     
5.11666     0.199361    -1.61247    
2.83099     -2.91898    -1.81679    
2.60921     -3.46829    0.570444    
0.33043     -2.88894    -1.42795    
3.79462     -1.69991    2.65986     
4.34139     -0.813047   2.72448     
0.177441    -1.20034    2.99753     
2.84021     -0.530534   -3.66566    
1.18297     0.939229    -3.61693    
4.10249     2.26057     -2.4473     
5.4436      1.93481     -0.591827   
5.83883     0.988652    0.643739    
1.36518     3.44798     -1.97946    
2.36609     1.9566      3.51226     
3.07643     2.47804     3.00502     
3.67139     -2.75162    -2.46021    
2.93363     3.32769     2.16864     
4.28487     -3.1642     -1.46519    
-1.3221     -0.205681   2.52807     
0.541903    -1.59714    -3.58205    
-0.441972   -3.42658    -0.267688   
2.03508     -4.15347    -0.735381   
3.21578     3.87699     -1.24054    
3.15665     4.04778     0.581789    
4.19703     2.75637     2.38183     
0.555674    -4.00226    -0.134637   
-0.933733   -0.732173   -3.02485    
2.0941      1.58204     -4.02669    
3.50422     2.92597     -3.04078    
-0.246282   -3.43609    1.82359     
5.48354     2.18125     -1.86344    
0.611615    -2.59386    3.4854      
-2.01158    -2.22814    0.116011    
6.48258     -0.662539   -1.04546    
4.36587     -0.956957   3.96716     
6.36943     -1.65058    0.786544    
0.352663    3.14007     -3.14948    
-2.01665    1.4238      2.10022     
0.8865      4.42041     1.39589     
6.07134     1.06116     -2.254      
2.2202      -3.7874     2.91627     
-2.7102     0.912581    0.212941    
1.88373     4.8316      -0.243447   
5.37478     -1.91506    2.94212     
4.11499     3.96171     -1.91401    
-0.740232   0.0135067   -4.0497     
5.22225     -0.41545    -3.74987    
-1.54845    -0.722471   3.41077     
5.36958     -2.51569    -2.6739     
-2.55917    1.86989     0.752035    
4.77492     0.776615    -4.08441    
5.08059     -3.12028    2.49988     
-0.613045   -3.30182    2.85834     
0.719556    0.995748    4.83023     
-2.05739    3.00255     0.7287      
1.4124      -0.191122   -5.082      
-2.82169    -0.318233   -1.70116    
2.60465     -2.48439    -4.43977    
-1.43436    3.19033     2.12366     
4.28131     1.90282     -4.24453    
7.15439     -0.567968   0.575871    
3.67444     -0.754809   -4.90214    
-1.70677    -2.84786    -2.55223    
1.58602     3.69986     -3.81578    
3.56156     2.74553     4.35193     
-1.51701    4.0605      -0.527729   
0.526161    1.89089     -4.84047    
7.31457     0.748298    -0.612902   
0.263144    5.1287      0.415504    
2.17591     1.19646     5.30062     
3.54854     5.19852     0.57893     
-0.8788     3.37062     -3.22821    
5.13765     4.44137     -0.750429   
4.03744     -3.78406    3.43698     
1.69782     5.3705      1.18706     
2.79413     -5.32721    1.55652     
2.1174      4.18025     3.75697     
5.57843     0.712061    4.31117     
3.17132     -5.50523    -0.47161    
0.934525    -3.2252     -4.52004    
-0.75978    4.94307     0.263892    
-0.890187   1.08682     4.78174     
-1.88167    -2.60337    3.26355     
0.796719    -4.73705    2.97008     
5.38039     3.53342     -2.96761    
0.346266    -1.5225     -5.28096    
-3.1039     -0.0551268  -2.62598    
6.79441     -1.54815    2.78643     
5.18831     -2.01253    -4.35416    
-1.12531    -3.46178    -3.39866    
1.95836     -3.30571    -4.79878    
-3.19548    2.20879     -1.46975    
1.74955     0.117258    5.8654      
-2.41806    2.05792     -3.28318    
3.64128     -2.74146    -4.96756    
6.70445     2.6459      -2.48829    
-3.74435    -1.5711     -0.369341   
7.81352     -0.263884   1.41676     
7.28352     2.62231     -1.04147    
7.79995     -1.53741    -0.116982   
1.83129     2.23664     -5.57508    
6.39089     -3.42754    2.29621     
6.56839     1.92348     -3.43988    
6.30677     4.25703     0.232059    
5.02177     5.222       0.606641    
