3.80893     -0.172151   -0.0511436  
2.19084     -0.502571   -0.29313    
1.91777     0.567182    0.171232    
3.80377     0.362611    1.36513     
3.17101     -0.71137    -1.34351    
3.66321     -0.909399   1.20698     
2.8328      -1.39345    0.817492    
4.30588     1.20325     0.644526    
3.29779     0.784981    -1.65978    
2.79634     1.77774     -0.686      
4.31054     -0.391298   -1.68959    
2.10404     0.0934935   1.71021     
5.1521      0.503577    0.821214    
4.69058     1.48969     -0.831406   
2.63292     1.52293     1.52509     
1.55748     -0.328974   -1.45839    
2.7076      0.140937    -2.26261    
2.05494     -2.1274     0.417094    
3.67584     2.08545     -1.3398     
3.4854      -0.913268   2.38186     
2.62774     0.295674    2.65969     
1.99447     0.942274    -2.26959    
1.46245     -2.00016    -0.787078   
0.561235    0.792675    0.750972    
4.23956     2.78072     0.404909    
4.6624      -0.137882   2.65104     
5.01085     1.38115     -2.29881    
0.86798     2.10705     0.253073    
4.27785     1.84051     2.45447     
0.609628    -1.15237    -1.61198    
0.0087877   1.14518     -0.101574   
2.054       -0.0829593  3.48896     
0.37315     -1.11652    2.17439     
4.49538     -3.01959    -1.95481    
-0.565421   -0.650825   -0.892301   
0.318225    -0.564432   -2.80345    
0.26173     2.40018     1.73726     
3.44757     2.56935     -3.45468    
4.42888     2.59498     -3.24161    
7.56815     0.542386    -0.685546   
-0.529382   -2.09375    0.72113     
3.2615      1.76058     -4.16842    
4.75361     4.16029     -1.08306    
5.65182     -1.62359    -3.52868    
0.485847    -1.71305    3.22527     
-0.785905   -1.49563    -1.58642    
6.11574     -2.25166    2.84234     
1.25572     2.85969     3.03299     
5.66902     -3.96817    0.8004      
1.60793     0.597231    4.42838     
5.7972      3.96637     -1.40464    
0.175299    0.315372    3.96962     
1.03995     -1.67488    4.20738     
4.28146     5.01535     -0.827268   
7.86679     -1.65522    -1.9693     
5.66578     -1.3585     -4.56317    
5.22745     4.3522      3.13969     
-2.22436    1.61784     0.0704843   
6.05268     3.40809     -3.73172    
0.789121    4.7543      2.44695     
4.51334     3.1041      5.30948     
6.51301     -2.9537     -4.67529    

-2.62907    0.0533711   -0.0503972  
-2.59062    0.707137    0.993875    
-2.5485     0.972957    -0.720993   
-3.66999    1.38103     -0.733233   
-3.3832     -0.279062   1.60808     
-2.49727    -1.30282    -0.952119   
-3.3456     -1.84798    0.12363     
-5.08065    0.845747    0.0451439   
-5.0716     -0.484839   -0.840719   
-4.0317     -1.39447    1.31124     
-1.29439    -0.495855   -0.693333   
-1.99402    1.73337     0.283902    
-2.89185    -1.14       1.87279     
-3.4928     -0.16489    -2.6097     
-1.75492    -2.21781    0.102119    
-2.15459    1.69863     1.82418     
-2.62261    2.14343     -1.59088    
-4.47092    1.93051     1.57729     
-2.78943    -2.30173    1.51703     
-4.06306    2.69172     -0.817057   
-3.53678    -1.46734    2.58655     
-4.78009    2.54741     0.76525     
-1.52953    -0.916012   2.37492     
-5.67306    -1.53018    1.32412     
-0.991154   -1.24567    -1.82438    
-5.59315    1.71059     -1.50298    
-1.79733    -2.07945    -2.06173    
-4.08821    1.93458     2.52176     
-2.58699    3.18552     -0.606522   
-1.65589    2.95392     0.616651    
-0.422172   -1.54565    1.18471     
-4.58837    -1.11876    3.15808     
-4.65473    1.22882     -3.16505    
-3.54996    -2.48325    2.74161     
-1.50048    -3.32344    0.0930181   
-6.80013    1.30443     -0.201268   
-5.85507    -0.0750954  2.84705     
-0.0112817  1.53065     -1.43209    
0.285968    -0.371565   -1.51347    
-4.17186    3.09861     2.24892     
-6.37407    2.27357     -1.01052    
-4.77923    -3.7435     0.623544    
-5.76146    1.08479     -3.09813    
-7.19956    -0.542674   -1.38347    
-2.28793    2.96326     2.86839     
-1.58862    4.08095     0.25448     
-1.89611    -0.60917    -4.23338    
0.871434    -0.274436   1.78201     
0.698793    0.804067    2.24095     
-2.58452    3.77768     -2.94315    
-0.213056   2.9359      -2.43952    
-2.8185     2.50147     4.21465     
-4.52557    0.0882919   -4.88545    
-5.05485    -4.42317    -1.73606    
0.749237    2.73072     -1.82818    
-1.66471    0.564083    4.99863     
-0.689233   0.414231    -4.74304    
0.222697    -1.46992    -4.07735    
-4.9562     5.30381     -0.24522    
0.678394    3.18375     -4.13041    
-4.29574    4.41988     4.78163     
0.454398    -3.72997    -4.38697    

